Review_ID,Target,Opinion_Expression,Polarity_Score,Sentiment,Platform,Category,Restaurant,Rating
0,service,slow,0.0,Neutral,Google,Service,Tandoor Grill,3.0
0,service,slow,0.0,Neutral,Google,Service,Tandoor Grill,3.0
1,dessert,bad,-0.5423,Negative,TripAdvisor,Food,Latest Recipe,1.0
1,queue,long,0.0,Neutral,TripAdvisor,Waiting Time,Latest Recipe,1.0
2,food,nice,0.4215,Positive,Google,Food,Madam Kwan's Suria KLCC,3.0
3,service,ok,0.296,Positive,Google,Service,Mercat Barcelona Gastrobar (1MontKiara),2.0
4,chicken,fried,0.0,Neutral,Google,Food,Restoran DEEN | Nasi Kandar,1.0
5,staff,friendly,0.4939,Positive,Google,Service,"WET® Deck, W Kuala Lumpur",1.0
6,service,good,0.4404,Positive,Google,Service,DIN by Din Tai Fung,3.0
6,food,better,0.4404,Positive,Google,Food,DIN by Din Tai Fung,3.0
7,food,more,0.0,Neutral,Google,Food,Ishin Japanese Dining,5.0
8,service,fast,0.0,Neutral,TripAdvisor,Service,Yeng Keng Cafe,4.0
8,ambience,lovely,0.5859,Positive,TripAdvisor,Ambience,Yeng Keng Cafe,4.0
9,fish,medium,0.0,Neutral,Google,Food,Anderson Curry House,1.0
9,rice,white,0.0,Neutral,Google,Food,Anderson Curry House,1.0
10,food,outstanding,0.6124,Positive,TripAdvisor,Food,Canopy Rooftop Bar and Lounge,5.0
10,atmosphere,great,0.6249,Positive,TripAdvisor,Ambience,Canopy Rooftop Bar and Lounge,5.0
10,atmosphere,thumbs_up,0.0,Neutral,TripAdvisor,Ambience,Canopy Rooftop Bar and Lounge,5.0
10,atmosphere,enjoyable,0.4404,Positive,TripAdvisor,Ambience,Canopy Rooftop Bar and Lounge,5.0
13,service,attentive,0.0,Neutral,TripAdvisor,Service,Grand Imperial Restaurant,4.0
16,area,different,0.0,Neutral,Google,Location,Cielo KL,2.0
18,price,expensive,0.0,Neutral,Google,Price,Chynna,2.0
18,taste,average,0.0,Neutral,Google,Food,Chynna,2.0
19,coffee,good,0.4404,Positive,TripAdvisor,Food,Jibby & Co,3.0
21,food,simple,0.0,Neutral,Google,Food,Ming Court Hong Kong Dim Sum 明阁香港点心,3.0
23,fish,best,0.6369,Positive,Google,Food,Cor Blimey British Fish and Chips (Damansara Uptown),4.0
23,fish,affordable,0.0,Neutral,Google,Food,Cor Blimey British Fish and Chips (Damansara Uptown),4.0
23,wait,long,0.0,Neutral,Google,Waiting Time,Cor Blimey British Fish and Chips (Damansara Uptown),4.0
24,food,chinese,0.0,Neutral,Google,Food,JP teres,5.0
24,food,chinese,0.0,Neutral,Google,Food,JP teres,5.0
25,service,bad,-0.5423,Negative,TripAdvisor,Service,KL Seafood Market,2.0
26,food,fresh,0.3182,Positive,Google,Food,Happy Happy Cenang Seafood Restaurant 真浪大家乐海鲜餐馆,5.0
27,food,good,0.4404,Positive,Google,Food,Ken’s Kitchen Kuching,2.0
27,food,pricey,0.0,Neutral,Google,Food,Ken’s Kitchen Kuching,2.0
29,rice,indian,0.0,Neutral,TripAdvisor,Food,Devi's Corner,2.0
29,rice,indian,0.0,Neutral,TripAdvisor,Food,Devi's Corner,2.0
29,chicken,fried,0.0,Neutral,TripAdvisor,Food,Devi's Corner,2.0
29,fish,pathetic,-0.5719,Negative,TripAdvisor,Food,Devi's Corner,2.0
29,fish,dry,0.0,Neutral,TripAdvisor,Food,Devi's Corner,2.0
33,burger,special,0.4019,Positive,Google,Food,The Baboon House,3.0
33,taste,heavy,0.0,Neutral,Google,Food,The Baboon House,3.0
34,tea,many,0.0,Neutral,TripAdvisor,Food,Orinea by Farquhar Mansion,3.0
34,tea,high,0.0,Neutral,TripAdvisor,Food,Orinea by Farquhar Mansion,3.0
34,food,okay,0.2263,Positive,TripAdvisor,Food,Orinea by Farquhar Mansion,3.0
34,ambience,right,0.0,Neutral,TripAdvisor,Ambience,Orinea by Farquhar Mansion,3.0
34,tea,high,0.0,Neutral,TripAdvisor,Food,Orinea by Farquhar Mansion,3.0
34,tea,high,0.0,Neutral,TripAdvisor,Food,Orinea by Farquhar Mansion,3.0
35,service,good,0.4404,Positive,Google,Service,Spice Grill,3.0
36,staff,friendly,0.4939,Positive,Google,Service,Tut's Egyptian Eatery - Neo Damansara Kitchen (F-LG-3A),3.0
36,chicken,smaller,0.0,Neutral,Google,Food,Tut's Egyptian Eatery - Neo Damansara Kitchen (F-LG-3A),3.0
36,taste,overall,0.0,Neutral,Google,Food,Tut's Egyptian Eatery - Neo Damansara Kitchen (F-LG-3A),3.0
36,taste,okay,0.2263,Positive,Google,Food,Tut's Egyptian Eatery - Neo Damansara Kitchen (F-LG-3A),3.0
37,chicken,few,0.0,Neutral,TripAdvisor,Food,4 Fingers Crispy Chicken,3.0
37,chicken,korean,0.0,Neutral,TripAdvisor,Food,4 Fingers Crispy Chicken,3.0
38,service,excellent,0.5719,Positive,TripAdvisor,Service,Tg's Nasi Kandar,5.0
40,service,friendly,0.4939,Positive,TripAdvisor,Service,Madam Kwan’s,5.0
40,food,various,0.0,Neutral,TripAdvisor,Food,Madam Kwan’s,5.0
40,food,chinese,0.0,Neutral,TripAdvisor,Food,Madam Kwan’s,5.0
40,price,good,0.4404,Positive,TripAdvisor,Price,Madam Kwan’s,5.0
40,price,not expensive,0.0,Neutral,TripAdvisor,Price,Madam Kwan’s,5.0
41,food,awesome,0.6249,Positive,Google,Food,Restaurant Ferringhi Garden,5.0
42,food,fresh,0.3182,Positive,Google,Food,Restoran Simpang Tiga,1.0
42,food,stale,0.0,Neutral,Google,Food,Restoran Simpang Tiga,1.0
42,service,bad,-0.5423,Negative,Google,Service,Restoran Simpang Tiga,1.0
42,food,more,0.0,Neutral,Google,Food,Restoran Simpang Tiga,1.0
42,food,fresh,0.3182,Positive,Google,Food,Restoran Simpang Tiga,1.0
42,food,stale,0.0,Neutral,Google,Food,Restoran Simpang Tiga,1.0
42,service,bad,-0.5423,Negative,Google,Service,Restoran Simpang Tiga,1.0
42,service,bad,-0.5423,Negative,Google,Service,Restoran Simpang Tiga,1.0
43,food,tasty,0.0,Neutral,Google,Food,Hui Sing Open Air Hawker Centre Food Court,3.0
47,location,strong,0.5106,Positive,TripAdvisor,Location,The Apartment,3.0
47,staff,good,0.4404,Positive,TripAdvisor,Service,The Apartment,3.0
49,service,good,0.4404,Positive,Google,Service,Miker Food,3.0
49,service,ok,0.296,Positive,Google,Service,Miker Food,3.0
49,service,more,0.0,Neutral,Google,Service,Miker Food,3.0
49,food,ok,0.296,Positive,Google,Food,Miker Food,3.0
50,time,last,0.0,Neutral,TripAdvisor,Waiting Time,Hard Rock Cafe,3.0
50,dish,local,0.0,Neutral,TripAdvisor,Food,Hard Rock Cafe,3.0
54,food,ok,0.296,Positive,Google,Food,"Golden Wok, Live Seafood Restaurant",3.0
55,value,good,0.4404,Positive,TripAdvisor,Price,Nok An Net Three Power Thai Food,5.0
56,meat,hard,-0.1027,Negative,TripAdvisor,Food,Aun Kheng Lim Salted Chicken,3.0
56,time,next,0.0,Neutral,TripAdvisor,Waiting Time,Aun Kheng Lim Salted Chicken,3.0
59,chicken,white,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,chicken,smooth,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,sauce,dark,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,taste,light,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,rice,tasty,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,chicken,white,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,chicken,smooth,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,sauce,dark,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,taste,light,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
59,rice,tasty,0.0,Neutral,Google,Food,Wen Chang Hainan Chicken Rice,3.0
60,rice,soggy,0.0,Neutral,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
60,prawn,frozen,0.0,Neutral,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
60,prawn,small,0.0,Neutral,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
60,prawn,frozen,0.0,Neutral,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
60,rice,normal,0.0,Neutral,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
60,rice,better,0.4404,Positive,Google,Food,Ee Ji Ban Chicken Rice Ball,1.0
62,taste,slow,0.0,Neutral,Google,Food,Foh San Restaurant,3.0
62,taste,slow,0.0,Neutral,Google,Food,Foh San Restaurant,3.0
64,service,okay,0.2263,Positive,TripAdvisor,Service,"Chakri Palace, KLCC",4.0
64,price,good,0.4404,Positive,TripAdvisor,Price,"Chakri Palace, KLCC",4.0
64,service,so,0.0,Neutral,TripAdvisor,Service,"Chakri Palace, KLCC",4.0
65,chicken,roasted,0.0,Neutral,TripAdvisor,Food,Lemon Garden,2.0
65,meat,hard,-0.1027,Negative,TripAdvisor,Food,Lemon Garden,2.0
65,taste,actual,0.0,Neutral,TripAdvisor,Food,Lemon Garden,2.0
65,taste,local,0.0,Neutral,TripAdvisor,Food,Lemon Garden,2.0
65,taste,better,0.4404,Positive,TripAdvisor,Food,Lemon Garden,2.0
67,service,friendly,0.4939,Positive,Google,Service,Wang Chiew Seafood Restaurant,5.0
67,food,great,0.6249,Positive,Google,Food,Wang Chiew Seafood Restaurant,5.0
68,food,good,0.4404,Positive,Google,Food,THE HILLSIDE,5.0
68,staff,friendly,0.4939,Positive,Google,Service,THE HILLSIDE,5.0
69,food,good,0.4404,Positive,TripAdvisor,Food,Chez Papa French Bistro and Wine Bar,5.0
71,service,terrible,-0.4767,Negative,TripAdvisor,Service,Wild Honey Malaysia,2.0
71,staff,confused,-0.3182,Negative,TripAdvisor,Service,Wild Honey Malaysia,2.0
71,time,same,0.0,Neutral,TripAdvisor,Waiting Time,Wild Honey Malaysia,2.0
71,wait,long,0.0,Neutral,TripAdvisor,Waiting Time,Wild Honey Malaysia,2.0
71,bread,soft,0.0,Neutral,TripAdvisor,Food,Wild Honey Malaysia,2.0
73,dish,simple,0.0,Neutral,TripAdvisor,Food,Mandarin Grill,3.0
73,chicken,dry,0.0,Neutral,TripAdvisor,Food,Mandarin Grill,3.0
74,dish,same,0.0,Neutral,Google,Food,Ocean Green Restaurant,2.0
75,service,prompt,0.0,Neutral,TripAdvisor,Service,Jyu Raku Japanese Restaurant,2.0
75,rice,hard,-0.1027,Negative,TripAdvisor,Food,Jyu Raku Japanese Restaurant,2.0
75,value,good,0.4404,Positive,TripAdvisor,Price,Jyu Raku Japanese Restaurant,2.0
75,service,prompt,0.0,Neutral,TripAdvisor,Service,Jyu Raku Japanese Restaurant,2.0
76,bread,homemade,0.0,Neutral,Google,Food,Fat Olive Food Garage,2.0
77,food,true,0.4215,Positive,TripAdvisor,Food,Madam Kwan's KLCC,4.0
77,food,malaysian,0.0,Neutral,TripAdvisor,Food,Madam Kwan's KLCC,4.0
80,food,delicious,0.5719,Positive,Google,Food,Nasi Kandar Pokok Ketapang,5.0
80,service,clean,0.4019,Positive,Google,Service,Nasi Kandar Pokok Ketapang,5.0
81,ambience,good,0.4404,Positive,TripAdvisor,Ambience,Sin Kee Restaurant,4.0
81,value,great,0.6249,Positive,TripAdvisor,Price,Sin Kee Restaurant,4.0
82,food,tasty,0.0,Neutral,Google,Food,Ole-Ole Bali @ Empire Shopping Gallery,3.0
82,food,indonesian,0.0,Neutral,Google,Food,Ole-Ole Bali @ Empire Shopping Gallery,3.0
83,food,only,0.0,Neutral,TripAdvisor,Food,Antipodean Mid Valley,2.0
83,food,ok,0.296,Positive,TripAdvisor,Food,Antipodean Mid Valley,2.0
84,food,great,0.6249,Positive,TripAdvisor,Food,Bonzer Restaurant,5.0
84,beef,personal,0.0,Neutral,TripAdvisor,Food,Bonzer Restaurant,5.0
84,beef,favorite,0.4588,Positive,TripAdvisor,Food,Bonzer Restaurant,5.0
84,price,reasonable,0.0,Neutral,TripAdvisor,Price,Bonzer Restaurant,5.0
85,service,terrible,-0.4767,Negative,TripAdvisor,Service,Harrods Cafe,1.0
86,location,lovely,0.5859,Positive,Google,Location,Spice Grill,5.0
86,taste,better,0.4404,Positive,Google,Food,Spice Grill,5.0
86,curry,brinjal,0.0,Neutral,Google,Food,Spice Grill,5.0
86,taste,better,0.4404,Positive,Google,Food,Spice Grill,5.0
86,curry,brinjal,0.0,Neutral,Google,Food,Spice Grill,5.0
91,service,terrible,-0.4767,Negative,Google,Service,Bite N Eat Dindigul Biriyani,1.0
91,service,terrible,-0.4767,Negative,Google,Service,Bite N Eat Dindigul Biriyani,1.0
91,rice,regular,0.0,Neutral,Google,Food,Bite N Eat Dindigul Biriyani,1.0
91,rice,brown,0.0,Neutral,Google,Food,Bite N Eat Dindigul Biriyani,1.0
96,food,oke,0.0,Neutral,TripAdvisor,Food,Halab KL,3.0
96,food,better,0.4404,Positive,TripAdvisor,Food,Halab KL,3.0
96,food,syrian,0.0,Neutral,TripAdvisor,Food,Halab KL,3.0
97,service,good,0.4404,Positive,Google,Service,India Gate Restaurant - Puchong,3.0
97,taste,upto,0.0,Neutral,Google,Food,India Gate Restaurant - Puchong,3.0
99,food,good,0.4404,Positive,TripAdvisor,Food,Cba,5.0
101,time,last,0.0,Neutral,Google,Waiting Time,The BBP,1.0
101,time,last,0.0,Neutral,Google,Waiting Time,The BBP,1.0
101,time,same,0.0,Neutral,Google,Waiting Time,The BBP,1.0
101,dish,exact,0.0,Neutral,Google,Food,The BBP,1.0
101,dish,same,0.0,Neutral,Google,Food,The BBP,1.0
101,time,first,0.0,Neutral,Google,Waiting Time,The BBP,1.0
101,time,good,0.4404,Positive,Google,Waiting Time,The BBP,1.0
101,food,on.[old]excellent,0.0,Neutral,Google,Food,The BBP,1.0
101,service,excellent,0.5719,Positive,Google,Service,The BBP,1.0
102,music,live,0.0,Neutral,TripAdvisor,Ambience,"Flock, W Kuala Lumpur",5.0
106,food,exquisite,0.0,Neutral,Google,Food,Qureshi,5.0
106,taste,exceptional,0.0,Neutral,Google,Food,Qureshi,5.0
107,food,excellent,0.5719,Positive,TripAdvisor,Food,Mr. & Ms. Cafe,4.0
108,time,first,0.0,Neutral,TripAdvisor,Waiting Time,Living Room Cafe Bar & Gallery,3.0
109,time,first,0.0,Neutral,Google,Waiting Time,Il Bacaro,1.0
109,service,good,0.4404,Positive,Google,Service,Il Bacaro,1.0
111,food,amazing,0.5859,Positive,TripAdvisor,Food,Neroteca,5.0
111,staff,friendly,0.4939,Positive,TripAdvisor,Service,Neroteca,5.0
112,food,unmasked.western,0.0,Neutral,TripAdvisor,Food,Hornbill restaurant and cafe,1.0
113,service,good,0.4404,Positive,TripAdvisor,Service,Manis J Nyonya,3.0
115,food,bad,-0.5423,Negative,TripAdvisor,Food,Madli's,3.0
115,food,authentic,0.0,Neutral,TripAdvisor,Food,Madli's,3.0
115,food,sarawak,0.0,Neutral,TripAdvisor,Food,Madli's,3.0
118,time,same,0.0,Neutral,TripAdvisor,Waiting Time,Kebaya Dining Room,2.0
118,food,better,0.4404,Positive,TripAdvisor,Food,Kebaya Dining Room,2.0
119,staff,helpful,0.4215,Positive,TripAdvisor,Service,"Chakri Palace, KLCC",3.0
119,food,bland,0.0,Neutral,TripAdvisor,Food,"Chakri Palace, KLCC",3.0
121,food,japanese,0.0,Neutral,TripAdvisor,Food,Nobu Kuala Lumpur,5.0
121,food,good,0.4404,Positive,TripAdvisor,Food,Nobu Kuala Lumpur,5.0
123,food,badass,-0.1531,Negative,Google,Food,"Skybar, Bar & Restaurant",1.0
123,food,badass,-0.1531,Negative,Google,Food,"Skybar, Bar & Restaurant",1.0
124,service,good,0.4404,Positive,TripAdvisor,Service,"Dolly Dim Sum, Pavilion Elite",3.0
124,food,not bad,0.431,Positive,TripAdvisor,Food,"Dolly Dim Sum, Pavilion Elite",3.0
124,food,authentic,0.0,Neutral,TripAdvisor,Food,"Dolly Dim Sum, Pavilion Elite",3.0
126,chicken,good,0.4404,Positive,Google,Food,Restaurant Huat Chicken,1.0
127,food,tasty,0.0,Neutral,TripAdvisor,Food,Aryan Restaurant,5.0
127,service,friendly,0.4939,Positive,TripAdvisor,Service,Aryan Restaurant,5.0
127,price,reasonable,0.0,Neutral,TripAdvisor,Price,Aryan Restaurant,5.0
128,service,good,0.4404,Positive,TripAdvisor,Service,Izakaya Kuching,5.0
128,food,japanese,0.0,Neutral,TripAdvisor,Food,Izakaya Kuching,5.0
129,food,better,0.4404,Positive,Google,Food,Pak Putra Restaurant,1.0
131,price,reasonable,0.0,Neutral,TripAdvisor,Price,Restoran Dragon View,3.0
133,food,nice,0.4215,Positive,TripAdvisor,Food,Prego,5.0
134,chicken,fried,0.0,Neutral,TripAdvisor,Food,Fern Pine Cafe @ Holiday Villa,3.0
134,rice,white,0.0,Neutral,TripAdvisor,Food,Fern Pine Cafe @ Holiday Villa,3.0
134,food,tasty,0.0,Neutral,TripAdvisor,Food,Fern Pine Cafe @ Holiday Villa,3.0
134,service,good,0.4404,Positive,TripAdvisor,Service,Fern Pine Cafe @ Holiday Villa,3.0
136,bread,garlic,0.0,Neutral,TripAdvisor,Food,Healy Mac's,5.0
136,service,notched,0.0,Neutral,TripAdvisor,Service,Healy Mac's,5.0
138,parking,oncoming_automobile,0.0,Neutral,Google,Location,Lagenda House & Cafe,5.0
138,parking,oncoming_automobile,0.0,Neutral,Google,Location,Lagenda House & Cafe,5.0
139,service,good,0.4404,Positive,Google,Service,Maria's SteakCafe Damansara Perdana,3.0
139,decor,old,0.0,Neutral,Google,Ambience,Maria's SteakCafe Damansara Perdana,3.0
139,music,charming,0.5859,Positive,Google,Ambience,Maria's SteakCafe Damansara Perdana,3.0
140,food,good,0.4404,Positive,Google,Food,Tea Kadai,3.0
140,food,good,0.4404,Positive,Google,Food,Tea Kadai,3.0
142,price,decent,0.0,Neutral,Google,Price,Galanggal Cafe,3.0
142,ambiance,cozy,0.0,Neutral,Google,Ambience,Galanggal Cafe,3.0
143,ambience,nice,0.4215,Positive,TripAdvisor,Ambience,Rama V Fine Thai Cuisine,3.0
143,area,outdoors,0.0,Neutral,TripAdvisor,Location,Rama V Fine Thai Cuisine,3.0
143,area,pretty,0.4939,Positive,TripAdvisor,Location,Rama V Fine Thai Cuisine,3.0
143,food,good,0.4404,Positive,TripAdvisor,Food,Rama V Fine Thai Cuisine,3.0
143,service,good,0.4404,Positive,TripAdvisor,Service,Rama V Fine Thai Cuisine,3.0
143,taste,better,0.4404,Positive,TripAdvisor,Food,Rama V Fine Thai Cuisine,3.0
146,food,nice,0.4215,Positive,Google,Food,Restoran Simpang Tiga,3.0
148,food,tasty,0.0,Neutral,TripAdvisor,Food,Geographer Cafe,3.0
149,food,delicious,0.5719,Positive,Google,Food,Ara Vietnamese Noodles (non-halal),5.0
150,food,not great,-0.5096,Negative,Google,Food,Passage Thru India,2.0
151,service,good,0.4404,Positive,Google,Service,Restoran Simpang Tiga,3.0
151,food,expensive,0.0,Neutral,Google,Food,Restoran Simpang Tiga,3.0
154,meal,disappointing,-0.4939,Negative,TripAdvisor,Food,Chambers Grill,3.0
154,steak,single,0.0,Neutral,TripAdvisor,Food,Chambers Grill,3.0
155,sauce,much,0.0,Neutral,TripAdvisor,Food,Acme Bar & Coffee at The Troika,3.0
155,coffee,nice,0.4215,Positive,TripAdvisor,Food,Acme Bar & Coffee at The Troika,3.0
156,food,cheap,0.0,Neutral,Google,Food,Restoran Kak Yan Nasi Campur,4.0
156,food,local,0.0,Neutral,Google,Food,Restoran Kak Yan Nasi Campur,4.0
157,taste,oily,0.0,Neutral,Google,Food,Nam Heong Chicken Rice,2.0
157,chicken,more,0.0,Neutral,Google,Food,Nam Heong Chicken Rice,2.0
157,taste,oily,0.0,Neutral,Google,Food,Nam Heong Chicken Rice,2.0
160,food,devine,0.0,Neutral,TripAdvisor,Food,Mangoes,5.0
160,service,friendly,0.4939,Positive,TripAdvisor,Service,Mangoes,5.0
160,atmosphere,warm,0.2263,Positive,TripAdvisor,Ambience,Mangoes,5.0
160,food,good,0.4404,Positive,TripAdvisor,Food,Mangoes,5.0
161,cuisine,western,0.0,Neutral,Google,Food,Lemon Garden Cafe,2.0
161,price,high,0.0,Neutral,Google,Price,Lemon Garden Cafe,2.0
161,cuisine,western,0.0,Neutral,Google,Food,Lemon Garden Cafe,2.0
161,price,high,0.0,Neutral,Google,Price,Lemon Garden Cafe,2.0
161,coffee,proper,0.0,Neutral,Google,Food,Lemon Garden Cafe,2.0
165,location,next,0.0,Neutral,TripAdvisor,Location,Lou Wong Bean Sprout Chicken,3.0
166,burger,big,0.0,Neutral,TripAdvisor,Food,Gastro Sentral,5.0
167,bread,flat,0.0,Neutral,Google,Food,Restaurant Saravanaa Bhavan Petaling Jaya,3.0
171,beef,unlimited,0.0,Neutral,TripAdvisor,Food,Hanare Authentic Japanese Cuisine,3.0
171,beef,wagyu,0.0,Neutral,TripAdvisor,Food,Hanare Authentic Japanese Cuisine,3.0
171,beef,wagyu,0.0,Neutral,TripAdvisor,Food,Hanare Authentic Japanese Cuisine,3.0
171,attention,more,0.0,Neutral,TripAdvisor,Service,Hanare Authentic Japanese Cuisine,3.0
171,beef,wagyu,0.0,Neutral,TripAdvisor,Food,Hanare Authentic Japanese Cuisine,3.0
172,price,high,0.0,Neutral,TripAdvisor,Price,UK Asia Pakistani,2.0
172,time,next,0.0,Neutral,TripAdvisor,Waiting Time,UK Asia Pakistani,2.0
172,service,bad,-0.5423,Negative,TripAdvisor,Service,UK Asia Pakistani,2.0
172,time,next,0.0,Neutral,TripAdvisor,Waiting Time,UK Asia Pakistani,2.0
179,food,ok,0.296,Positive,Google,Food,Cha bo,3.0
179,food,ok,0.296,Positive,Google,Food,Cha bo,3.0
182,staff,friendly,0.4939,Positive,TripAdvisor,Service,Foh San,3.0
183,service,poor,-0.4767,Negative,TripAdvisor,Service,The Living Room,1.0
185,food,good,0.4404,Positive,TripAdvisor,Food,Edo Ichi,3.0
185,ambiance,nice,0.4215,Positive,TripAdvisor,Ambience,Edo Ichi,3.0
186,bread,white,0.0,Neutral,TripAdvisor,Food,Coliseum Cafe,3.0
187,time,1st,0.0,Neutral,TripAdvisor,Waiting Time,MY French Factory,5.0
187,amount,generous,0.5106,Positive,TripAdvisor,Price,MY French Factory,5.0
187,staff,friendly,0.4939,Positive,TripAdvisor,Service,MY French Factory,5.0
190,meal,best,0.6369,Positive,TripAdvisor,Food,Halab KL,5.0
190,meal,arabic,0.0,Neutral,TripAdvisor,Food,Halab KL,5.0
191,cuisine,excellent,0.5719,Positive,Google,Food,New Lucky Seafood Restaurant,5.0
191,taste,natural,0.3612,Positive,Google,Food,New Lucky Seafood Restaurant,5.0
193,meat,more,0.0,Neutral,TripAdvisor,Food,Pigs & Wolf,3.0
195,waitress,reluctant,-0.25,Negative,TripAdvisor,Service,De.Wan,2.0
195,time,same,0.0,Neutral,TripAdvisor,Waiting Time,De.Wan,2.0
195,decor,nice,0.4215,Positive,TripAdvisor,Ambience,De.Wan,2.0
196,staff,friendly,0.4939,Positive,TripAdvisor,Service,Haroo+,5.0
199,food,standard,0.0,Neutral,Google,Food,IZAKAYA Japanese Restaurant,2.0
203,food,good,0.4404,Positive,Google,Food,Sri Nirwana Maju Restaurant - Bangsar,4.0
204,taste,awesome,0.6249,Positive,Google,Food,Naj & Belle SS15 Courtyard,4.0
205,food,delicious,0.5719,Positive,Google,Food,Grand Straits Garden Seafood Restaurant,5.0
205,price,close,0.0,Neutral,Google,Price,Grand Straits Garden Seafood Restaurant,5.0
205,food,delicious,0.5719,Positive,Google,Food,Grand Straits Garden Seafood Restaurant,5.0
205,price,close,0.0,Neutral,Google,Price,Grand Straits Garden Seafood Restaurant,5.0
206,staff,clueless,-0.3612,Negative,TripAdvisor,Service,Nobu Kuala Lumpur,1.0
206,staff,clear,0.3818,Positive,TripAdvisor,Service,Nobu Kuala Lumpur,1.0
208,area,good,0.4404,Positive,Google,Location,Old Shanghai,4.0
208,area,good,0.4404,Positive,Google,Location,Old Shanghai,4.0
210,queue,long,0.0,Neutral,Google,Waiting Time,Ayam Garam Aun Kheng Lim (Main Branch),4.0
210,staff,quick,0.0,Neutral,Google,Service,Ayam Garam Aun Kheng Lim (Main Branch),4.0
210,queue,long,0.0,Neutral,Google,Waiting Time,Ayam Garam Aun Kheng Lim (Main Branch),4.0
210,staff,quick,0.0,Neutral,Google,Service,Ayam Garam Aun Kheng Lim (Main Branch),4.0
210,price,average,0.0,Neutral,Google,Price,Ayam Garam Aun Kheng Lim (Main Branch),4.0
211,price,equivalent,0.0,Neutral,TripAdvisor,Price,Melaka Nyonya Village,3.0
211,food,better,0.4404,Positive,TripAdvisor,Food,Melaka Nyonya Village,3.0
212,service,good,0.4404,Positive,TripAdvisor,Service,Feringgi Grill,5.0
212,cake,complimentary,0.4404,Positive,TripAdvisor,Food,Feringgi Grill,5.0
214,food,nice,0.4215,Positive,Google,Food,Restoran J & J Corner,3.0
215,ambiance,great,0.6249,Positive,TripAdvisor,Ambience,Rama V Fine Thai Cuisine,5.0
217,music,cool,0.3182,Positive,Google,Ambience,Marini’s on 57,3.0
217,food,good,0.4404,Positive,Google,Food,Marini’s on 57,3.0
218,food,bad,-0.5423,Negative,Google,Food,DIN by Din Tai Fung,1.0
218,food,high,0.0,Neutral,Google,Food,DIN by Din Tai Fung,1.0
219,food,nice,0.4215,Positive,Google,Food,ABC Bistro Cafe,5.0
219,price,reasonable,0.0,Neutral,Google,Price,ABC Bistro Cafe,5.0
220,steak,good,0.4404,Positive,Google,Food,Little Elephant,3.0
221,chicken,roasted,0.0,Neutral,TripAdvisor,Food,EeJiBan Chicken Rice Ball Halal,2.0
221,rice,tasteless,0.0,Neutral,TripAdvisor,Food,EeJiBan Chicken Rice Ball Halal,2.0
222,chicken,amazing,0.5859,Positive,Google,Food,Table & Apron,4.0
223,service,visit:25th,0.0,Neutral,Google,Service,Nobu Kuala Lumpur,5.0
223,service,visit:25th,0.0,Neutral,Google,Service,Nobu Kuala Lumpur,5.0
225,food,lousy,-0.5423,Negative,TripAdvisor,Food,Teppanyaki,1.0
226,service,poor,-0.4767,Negative,Google,Service,Apathaas Taste Indian Restaurant,2.0
226,service,good,0.4404,Positive,Google,Service,Apathaas Taste Indian Restaurant,2.0
227,food,delicious,0.5719,Positive,TripAdvisor,Food,Sun Cafe,5.0
227,staff,friendly,0.4939,Positive,TripAdvisor,Service,Sun Cafe,5.0
227,washroom,unique,0.0,Neutral,TripAdvisor,Cleanliness,Sun Cafe,5.0
228,food,pre,0.0,Neutral,Google,Food,Ipoh Tuck Kee Restaurant 德记炒粉专门店,1.0
228,food,-,0.0,Neutral,Google,Food,Ipoh Tuck Kee Restaurant 德记炒粉专门店,1.0
230,food,bland,0.0,Neutral,TripAdvisor,Food,Grandmama's Intermark KL,1.0
230,food,good,0.4404,Positive,TripAdvisor,Food,Grandmama's Intermark KL,1.0
233,food,good,0.4404,Positive,Google,Food,Knowhere Bangsar,5.0
233,value,good,0.4404,Positive,Google,Price,Knowhere Bangsar,5.0
235,food,slow,0.0,Neutral,TripAdvisor,Food,Amy Heritage Nyonya Cuisine,3.0
235,service,friendly,0.4939,Positive,TripAdvisor,Service,Amy Heritage Nyonya Cuisine,3.0
237,food,good,0.4404,Positive,TripAdvisor,Food,BAIT,3.0
237,music,loud,0.0,Neutral,TripAdvisor,Ambience,BAIT,3.0
237,service,attentive,0.0,Neutral,TripAdvisor,Service,BAIT,3.0
